volume	scan	headword_ocr	token
bsb11762465	122	Aufflauff	mehuma
bsb11762465	122	Aufflauff	machaloketh
bsb11762465	123	Au	har
bsb11762465	123	Au	Kabatf
bsb11762465	123	Au	Kahal
bsb11762465	123	Au	canas
bsb11762465	123	Au	lakat
bsb11762465	123	Au	tabKalat
bsb11762465	123	Au	atlar
bsb11762465	123	Au	Kauah
bsb11762465	123	Aufflosen .	patach
bsb11762465	123	Aufflosen .	hittir
bsb11762465	123	Aufflosen .	pathar
bsb11762465	123	Auffmercken .	Kafchabh
bsb11762465	123	Auffmercken .	heedfin
bsb11762465	123	Auffmercken .	facath
bsb11762465	123	Auffmercken .	chamah
bsb11762465	124	Auffrecht .	nachon
bsb11762465	124	Auffrecht .	tamim
bsb11762465	124	Auffrecht .	fchalem
bsb11762465	125	Auffschieben .	ichar
bsb11762465	125	Auffschliessen .	patach
bsb11762465	126	Au	catabh
bsb11762465	126	Au	rafcham
bsb11762465	126	Auffschreibung .	rachum
bsb11762465	126	Auffsehen .	bibbith
bsb11762465	126	Auffsehen .	enaf
bsb11762465	129	Auffstehen .	Kom
bsb11762465	129	Bette .	hiſchkim
bsb11762465	130	Auffwachen .	helkits
bsb11762465	130	Auffwachen .	Græc
bsb11762465	130	Auffwecken .	heir
bsb11762465	130	Auffwecken .	hekim
bsb11762465	130	Aug.	aiin
bsb11762465	131	Augapffel .	ifchon
bsb11762465	131	Augapffel .	babath
bsb11762465	131	Augapffel .	bath
bsb11762465	131	schlagen .	hippil
bsb11762465	131	schlagen .	hippil
bsb11762465	131	deckel .	aphappaiim
bsb11762465	131	deckel .	fchemuroth
bsb11762465	132	Augen zuthun .	atſam
bsb11762465	132	Augen zuthun .	atſam
bsb11762465	132	Au	elul
bsb11762465	132	Ausarbeiten .	harafch
bsb11762465	132	Ausarbeiten .	hiſchlim
bsb11762465	133	Ausblasen .	afchan
bsb11762465	133	Ausblasen .	Katar
bsb11762465	133	Ausblasen .	hip
bsb11762465	133	Ausblasung .	Kitor
bsb11762465	133	Ausbleiben .	fchabli
bsb11762465	133	Ausbreiten .	chatach
bsb11762465	133	Ausbreiten .	matach
bsb11762465	133	Ausbreiten .	raka
bsb11762465	133	Ausbreiten .	natafch
bsb11762465	133	Ausbreiten .	atah
bsb11762465	133	Ausbreiten .	dad
bsb11762465	133	Ausbrechen .	parts
bsb11762465	134	Au	achare
bsb11762465	134	hittilmicol - ra .	mibbaith
bsb11762465	134	oder stoffen .	fchillach
bsb11762465	134	oder stoffen .	fchillach
bsb11762465	134	oder stoffen .	garaſch
bsb11762465	134	oder stoffen .	garaſch
bsb11762465	134	oder stoffen .	halach
bsb11762465	134	oder stoffen .	halach
bsb11762465	135	Au	natah
bsb11762465	135	Au	natah
bsb11762465	135	kommen .	bus
bsb11762465	135	kommen .	bus
bsb11762465	135	kommen .	nimlat
bsb11762465	135	kommen .	nimlat
bsb11762465	135	Au	iatſa
bsb11762465	135	Au	iatſa
bsb11762465	135	Ausdrücklich .	bebitur
bsb11762465	135	Ausdrücklich .	bebherur
bsb11762465	136	Auserkoren .	bachur
bsb11762465	136	Auserkoren .	barur
bsb11762465	136	Auserwehlen .	bachar
bsb11762465	136	Auserwehlen .	barar
bsb11762465	136	Auserwehlen .	barah
bsb11762465	136	Auffallen .	bhal
bsb11762465	136	Auffallen .	parat
bsb11762465	136	Auß fcindschafft .	beebha
bsb11762465	136	Auß fcindschafft .	befinah
bsb11762465	136	Auffliessen .	ca-
bsb11762465	137	Au	afah
bsb11762465	137	Au	afah
bsb11762465	137	Aufgang ..	mota
bsb11762465	137	Aufgang ..	totsaah
bsb11762465	137	Aufgeben .	hotf
bsb11762465	137	Aufgeben .	hotf
bsb11762465	137	Aufgeben .	chalak
bsb11762465	137	Aufgeben .	fachan
bsb11762465	137	Aufgehen .	pok
bsb11762465	137	Aufgehen .	gach
bsb11762465	137	Aufgehen .	pacha
bsb11762465	138	Au	betham
bsb11762465	138	Au	betham
bsb11762465	138	Au	beli-mirmah
bsb11762465	138	Aufhawen .	Karats
bsb11762465	138	Aufhawen .	gadfar
bsb11762465	138	Aufholen .	carah
bsb11762465	139	Auffündigen .	Karah
bsb11762465	139	Auffündigen .	hifchmia
bsb11762465	139	Auffündigen .	hodia
bsb11762465	139	Außlassen .	patar
bsb11762465	139	Außlassen .	cha
bsb11762465	139	Auflegen .	beer
bsb11762465	139	Auflegen .	parach
bsb11762465	139	Auflegen .	pafchar
bsb11762465	139	Auflegen .	pathar
bsb11762465	139	Außleger .	mebhaer
bsb11762465	139	Außleger .	mepharefch
bsb11762465	139	Außleger .	pother
bsb11762465	139	Außleger .	nabhi
bsb11762465	139	Auflegung .	beur
bsb11762465	139	Auflegung .	pithron
bsb11762465	139	Auflegung .	peſcher
bsb11762465	139	Auflegung .	parafchah
bsb11762465	140	Au	lauah
bsb11762465	140	Ausleiher .	maluch
bsb11762465	140	Ausleschen .	machachamad
bsb11762465	140	Ausleschen .	Kata
bsb11762465	140	Auslesen .	rots
bsb11762465	140	Auslesen .	rots
bsb11762465	140	Ausmeffen .	madad
bsb11762465	140	Ausmeffen .	for
bsb11762465	141	Ausmeffer .	moded
bsb11762465	141	Auspolieren .	marat
bsb11762465	141	ziehen .	galah
bsb11762465	141	ziehen .	galah
bsb11762465	141	ziehen .	taah
bsb11762465	141	ziehung .	mafia
bsb11762465	141	ziehung .	galuth
bsb11762465	141	fen .	chachabh
bsb11762465	141	Ausrechnung .	chefch
bsb11762465	142	fprechen .	amar
bsb11762465	142	fprechen .	dibber
bsb11762465	142	fprechen .	focheach
bsb11762465	142	fprechen .	nabha
bsb11762465	142	fprechen .	hagah
bsb11762465	142	Außreiffen .	parats
bsb11762465	142	Außreiffen .	Græ
bsb11762465	142	Aufreuten .	ikker
bsb11762465	142	Aufrichten .	Cil
bsb11762465	142	Aufrichten .	mille
bsb11762465	143	Aufruffen .	Karah
bsb11762465	143	Aufruffen .	taak
bsb11762465	143	Aufruffen .	hifchmia
bsb11762465	143	Aufrupffen .	ikke
bsb11762465	143	Aufrupffen .	nathak
bsb11762465	143	Aufrupffen .	nafach
bsb11762465	143	Aufrupffen .	marat
bsb11762465	143	Plaut . Exugere , exorbere	matats
bsb11762465	143	Auffak .	taraath
bsb11762465	144	pfeiffen .	fcharak
bsb11762465	144	Aufschicken .	fchalach
bsb11762465	144	schreiben .	cathabh
bsb11762465	144	schreiben .	fcham
bsb11762465	144	Auffeniger .	tarua
bsb11762465	144	Auffeniger .	-me
bsb11762465	145	Aufſpreiten .	badfar
bsb11762465	145	Aufſpreiten .	padar
bsb11762465	145	Aufſpreiten .	dara
bsb11762465	145	Aufſpreiten .	darah
bsb11762465	145	Aufsſpenden .	chalak
bsb11762465	145	Aufsſpenden .	palag
bsb11762465	145	Aufsſpenden .	bitter
bsb11762465	145	aufreden .	amar
bsb11762465	145	aufreden .	dibber
bsb11762465	145	aufreden .	nabha
bsb11762465	146	Aufstoffen .	tard
bsb11762465	146	Aufstoffen .	iarach
bsb11762465	146	außrecken .	paras
bsb11762465	146	außrecken .	matach
bsb11762465	146	außrecken .	atah
bsb11762465	146	außrecken .	naſaſch
bsb11762465	146	Auftrincken .	fabha
bsb11762465	146	Auftrincken .	fchakah
bsb11762465	146	Aufweisen .	Græc
bsb11762465	147	Aufwendig .	michuts
bsb11762465	147	Ausziehen .	chalats
bsb11762465	147	Ausziehen .	fchalaph
bsb11762465	147	Ausziehen .	chalal
bsb11762465	147	Ausziehen .	paſchat
bsb11762465	147	Au	halach
bsb11762465	147	Au	for
bsb11762465	147	Au	chalaph
bsb11762465	147	Außzucken .	chalaph
bsb11762465	147	Außzucken .	herik
bsb11762465	148	Awe .	hoi
bsb11762465	148	Awe .	hoi
bsb11762465	148	Awe .	ahah
bsb11762465	148	Are	cffchil
bsb11762465	148	Are	garden
bsb11762465	148	Are	Kardom
bsb11762465	149	Backofe .	tannur
bsb11762465	149	Badt .	marchetſeth
bsb11762465	150	Lauare & lauari , Balneare ,	achats
bsb11762465	150	Bader .	rachatfan
bsb11762465	150	Bader .	baal
bsb11762465	150	Bader .	baal
bsb11762465	150	Badstub .	beth
bsb11762465	150	Badstub .	beth
bsb11762465	151	Back .	lechi
bsb11762465	151	Backenftreich .	maltaah
bsb11762465	151	Båhr .	Gall
bsb11762465	152	Balck .	Korah
bsb11762465	152	Bald .	pithom
bsb11762465	152	Bald .	bepheta
bsb11762465	153	Balbierer .	gallabh
bsb11762465	153	Balbierhaus .	beth
bsb11762465	153	Balbierhaus .	beth
bsb11762465	153	Ball .	caddur
bsb11762465	153	Ball .	chidor
bsb11762465	154	Bandt .	moferah
bsb11762465	154	Bandt .	chebhel
bsb11762465	154	Bandt .	chebhel
bsb11762465	154	Bandt .	bboth
bsb11762465	154	Bandt .	bboth
bsb11762465	155	Bangigkeit .	tarah
bsb11762465	155	Bangigkeit .	akah
bsb11762465	155	Bangigkeit .	tukah
bsb11762465	155	seyn .	for
bsb11762465	155	seyn .	for
bsb11762465	155	seyn .	tok
bsb11762465	156	Barbarisch .	loeds
bsb11762465	156	Vårmutter .	rechem
bsb11762465	156	Vårmutter .	ten
bsb11762465	156	Barfuß .	iacheph
bsb11762465	156	Ba	channum
bsb11762465	156	Ba	rachum
bsb11762465	156	Barmherzigkeit .	chemlah
bsb11762465	156	Bappen .	hidik
bsb11762465	156	Bappen .	hirpik
bsb11762465	157	Ba	dſakkan
bsb11762465	157	Bart abschneiden .	gillach
bsb11762465	157	Bart abschneiden .	gillach
bsb11762465	157	Bauch .	beten
bsb11762465	157	Bauch .	gachon
bsb11762465	157	Bauch .	ceres
bsb11762465	158	Bawen .	banah
bsb11762465	158	Bawmeister .	boneh
bsb11762465	158	Bawr .	iagabh
bsb11762465	158	Bawr .	obedadamah
bsb11762465	158	Bawr .	obedadamah
bsb11762465	158	Bawr .	iccar
bsb11762465	158	Bawr .	choreach
bsb11762465	159	Bawrenheußlein .	yeah
bsb11762465	159	Bawrenheußlein .	melunah
bsb11762465	160	Bawm .	fiach
bsb11762465	160	Bawm .	efahel
bsb11762465	160	Bawm .	afcherah
bsb11762465	160	Bawm .	edfrach
bsb11762465	161	Bawrenhoff .	copher
bsb11762465	161	Bawrenhoff .	chatfer
bsb11762465	161	Bawrenhoff .	chaffa
bsb11762465	161	Bawrenhoff .	grafch
bsb11762465	161	Bawrenhoff .	chaiah
bsb11762465	161	Bawrenhoff .	perad
bsb11762465	161	Beben .	charad
bsb11762465	162	Be	ragads
bsb11762465	162	Be	ratch
bsb11762465	162	Be	rathat
bsb11762465	162	Be	ratat
bsb11762465	162	Becher .	cos
bsb11762465	162	Becher .	gabhia
bsb11762465	162	Becker .	ophe
bsb11762465	162	Becken .	fephel
bsb11762465	162	Becken .	cephora-
bsb11762465	162	Becken .	midfrak
bsb11762465	162	Bedecken .	cafah
bsb11762465	162	Bedecken .	chaphah
bsb11762465	162	Bedecken .	facach
bsb11762465	162	Bedecken .	talal
bsb11762465	162	Bedecken .	phah
bsb11762465	162	Bedecken .	faphan
bsb11762465	162	Bedecken .	ataph
bsb11762465	162	Bedecken .	alaphat
bsb11762465	163	Be	chahabh
bsb11762465	163	Be	fameth
bsb11762465	163	Be	fameth
bsb11762465	164	Be	hoa
bsb11762465	164	Bedürffen .	chafer
bsb11762465	164	Bedürffen .	tarach
bsb11762465	164	Beduncken .	chaſchabh
bsb11762465	165	Befehl .	mit
bsb11762465	165	Befehl .	pekudim
bsb11762465	165	Befehl ausrichten .	afah
bsb11762465	165	Befehl ausrichten .	afah
bsb11762465	165	Be	tip
bsb11762465	165	Be	chamarth
bsb11762465	165	Be	chamarth
bsb11762465	165	Befestigen .	badfar
bsb11762465	165	Befestigen .	chidſak
bsb11762465	166	Befestigung .	ftella
bsb11762465	166	Befestigung .	metfudah
bsb11762465	166	Befestigung .	metfurah
bsb11762465	166	Befreyct .	choph
bsb11762465	167	Be	nathan
bsb11762465	167	Be	iahabh
bsb11762465	167	Be	hedibh
bsb11762465	167	Begeben .	karah
bsb11762465	167	Begeben .	ialad
bsb11762465	167	Begeben .	paga
bsb11762465	167	Be	karah
bsb11762465	167	Be	paga
bsb11762465	167	Be	pagafch
bsb11762465	167	Begeren .	taabh
bsb11762465	167	Begeren .	casaph
bsb11762465	167	Begeren .	chachak
bsb11762465	167	Begeren .	camah
bsb11762465	167	Begeren .	cillah
bsb11762465	168	Begierligkeit .	taafah
bsb11762465	168	Begierligkeit .	thaabhala
bsb11762465	168	Begierligkeit .	chemiah
bsb11762465	168	Begierligkeit .	cheGræc
bsb11762465	168	Begierlich sein .	chapers
bsb11762465	168	Begierlich sein .	iffah
bsb11762465	168	Begierlich sein .	ahabhaabh
bsb11762465	168	Begierlich sein .	cillah
bsb11762465	168	Begierlich sein .	cataph
bsb11762465	168	Begierlich sein .	chamah
bsb11762465	168	Begierlich sein .	ſchaaph
bsb11762465	169	Be	bare
bsb11762465	170	Begraben werden .	nikbar
bsb11762465	171	Begräbnis .	Kebhurah
bsb11762465	171	Be	chads
bsb11762465	171	Be	taphas
bsb11762465	171	Be	lachad
bsb11762465	172	Behalten .	fchamar
bsb11762465	172	Behalten .	natar
bsb11762465	172	Behalten .	natar
bsb11762465	172	Be	michmar
bsb11762465	172	Be	otar
bsb11762465	172	Behaufung .	baiith
bsb11762465	172	Behaufung .	auch
bsb11762465	172	Behaufung .	michan
bsb11762465	172	Behaufung .	michan
bsb11762465	172	Behaufung .	tirah
bsb11762465	172	Behaufung .	birah
bsb11762465	172	Behaufung .	hechal
bsb11762465	173	ren / vberlieffern .	nathan
bsb11762465	173	ren / vberlieffern .	hebhi
bsb11762465	173	ren / vberlieffern .	hikaribhasar
bsb11762465	173	ren / vberlieffern .	ahabh
bsb11762465	173	ren / vberlieffern .	hobhil
bsb11762465	173	Beicht / bekendtniß .	todah
bsb11762465	174	Beichten / bekennen .	hithuddah
bsb11762465	174	halten .	chadak
bsb11762465	174	halten .	chadak
bsb11762465	174	Beyfallen .	iaath
bsb11762465	174	Beyfallen .	ratah
bsb11762465	174	Beyfallen .	abhah
bsb11762465	174	Bey nachte .	ballailah
bsb11762465	176	Beinhaus .	beth
bsb11762465	176	Beinhaus .	beth
bsb11762465	176	Bey sich fürnemen .	amar
bsb11762465	176	Bey sich fürnemen .	chalchash
bsb11762465	176	Briffen .	nafchach
bsb11762465	176	Briffen .	parafch
bsb11762465	177	Beutel .	Kis
bsb11762465	177	Beutel .	charith
bsb11762465	177	bey vnsern zeiten .	bedorenu
bsb11762465	178	Bekandt .	iadua
bsb11762465	178	Bekandt machen .	hodia
bsb11762465	178	Bekandtnih .	todah
bsb11762465	178	Bekennen .	iadah
bsb11762465	178	Bekümmern .	innah
bsb11762465	178	Bekümmern .	bahal
bsb11762465	178	Bekümmern .	heetfish
bsb11762465	178	Bekümmern .	hichibh
bsb11762465	178	Bekümmernih .	animum
bsb11762465	178	Bekümmernih .	cians
bsb11762465	178	Bekümmernih .	cians
bsb11762465	178	Bekümmernih .	tarah
bsb11762465	178	Bekümmernih .	daa
bsb11762465	179	Bekümmert seyn .	caabh
bsb11762465	179	Bekümmert seyn .	atſabh
bsb11762465	179	Bekümmert seyn .	iagah
bsb11762465	179	Bekümmert seyn .	daag
bsb11762465	179	Bekleiden .	labhach
bsb11762465	179	Bekleiden .	cafah
bsb11762465	179	Ve	beged
bsb11762465	179	Ve	beromin
bsb11762465	179	Ve	lebusch
bsb11762465	179	Ve	malbufchmad
bsb11762465	179	Ve	celi
bsb11762465	179	Zeladen .	taan
bsb11762465	179	Zeladen .	aaaa
bsb11762465	179	Zeladen .	tarar
bsb11762465	180	Belagerung .	metfurah
bsb11762465	182	Belken / Propffen	fchathal
bsb11762465	184	Berauben .	badfah
bsb11762465	184	Berauben .	fchadad
bsb11762465	184	Berauben .	fchafah
bsb11762465	185	Be	patah
bsb11762465	185	Beredtsamkeit .	tachut
bsb11762465	187	B : rg .	har
bsb11762465	187	B : rg .	gebha
bsb11762465	187	B : rg .	pifga
bsb11762465	187	B : rg .	rechafim
bsb11762465	189	Be	nacho
bsb11762465	189	Be	muchan
bsb11762465	189	Be	hechin
bsb11762465	190	Bereuchern .	katar
bsb11762465	190	Be	hithalle
bsb11762465	190	Be	gaa
bsb11762465	190	Verumpt .	chachubh
bsb11762465	191	Be	nichbad
bsb11762465	191	Be	mechillal
bsb11762465	191	Be	noda
bsb11762465	193	Berhumung .	gaauah
bsb11762465	193	Berhumung .	gaauah
bsb11762465	193	Bericht .	morah
bsb11762465	193	fen .	mad
bsb11762465	193	fen .	mad
bsb11762465	193	fen .	horah
bsb11762465	194	Beruffen / fordern .	kara
bsb11762465	194	Beruffen / fordern .	draak
bsb11762465	194	Beruffen / fordern .	dabhak
bsb11762465	194	Beruffen / fordern .	mafchafch
bsb11762465	194	Beruffen / fordern .	gachach
bsb11762465	194	gewalt .	fchittuk
bsb11762465	194	Beschämen .	hebhich
bsb11762465	194	Beschämen .	hichlim
bsb11762465	195	Be	nichlam
bsb11762465	195	Beschawen .	histaccel
bsb11762465	195	Beschawen .	traphah
bsb11762465	195	Beschawen .	raah
bsb11762465	195	Beschawen .	hifchlach
bsb11762465	195	Beschawen .	nichkaph
bsb11762465	195	Befchedigen .	hera
bsb11762465	195	Befchedigen .	athak
bsb11762465	197	Be	fchamar
bsb11762465	197	Beschlaffen .	fchachabh
bsb11762465	197	Beschlaffen .	fagal
bsb11762465	197	Beschliessen .	de-
bsb11762465	197	teuk oder raht .	gadfar
bsb11762465	197	teuk oder raht .	minnah
bsb11762465	197	Beschlieffung .	fegirah
bsb11762465	199	Beschreiben .	commen
bsb11762465	199	Beschreiben .	cham
bsb11762465	200	Beschuldigen .	hilfchin
bsb11762465	200	Beschwåret .	hifchbia
bsb11762465	200	Beschwerung .	lachaſch
bsb11762465	200	Beschwerung .	cafchaph
bsb11762465	201	Be	iach
bsb11762465	201	Be	matate
bsb11762465	201	Beseffen Mensch .	hagah
bsb11762465	201	Beseffen Mensch .	chaſchabh
bsb11762465	201	Beseffen Mensch .	histaccel
bsb11762465	201	Befißen .	achads
bsb11762465	201	Befißen .	irafch
bsb11762465	201	Befißen .	achal
bsb11762465	201	Cic . Poffeffor , dominus	ochaal
bsb11762465	201	Cic . Poffeffor , dominus	ochaal
bsb11762465	201	Besoldung .	fachar
bsb11762465	201	Besoldung .	nedeh
bsb11762465	202	Be	pachad
bsb11762465	202	Besprengen .	darak
bsb11762465	202	Befferen .	tikken
bsb11762465	202	Beftchen .	kom
bsb11762465	202	Beftchen .	amad
bsb11762465	202	Beftchen .	iachaabh
bsb11762465	202	Beftchen .	chon
bsb11762465	205	Bestendigkeit .	chodſek
bsb11762465	205	Bestendigkeit .	chadskah
bsb11762465	205	Bestendigkeit .	gebhurah
bsb11762465	205	Beftettigen .	hekim
bsb11762465	205	Beftettigen .	immets
bsb11762465	205	Beftettigen .	chidsdek
bsb11762465	205	Beftettigen .	hechin
bsb11762465	205	Bestimmen .	iaad
bsb11762465	205	Bestimmen .	dimmen
bsb11762465	206	Beſtimpter tag .	moed
bsb11762465	206	Bestreichen .	toach
bsb11762465	206	Bestreichen .	infach
bsb11762465	206	Bestreichen .	machach
bsb11762465	207	Be	gaal
bsb11762465	207	Beten .	hitpallel
bsb11762465	207	Beten .	foach
bsb11762465	207	Beten .	athar
bsb11762465	207	Beten .	hithchannan
bsb11762465	207	Beten .	paga
bsb11762465	207	Bettelen .	ſchaal
bsb11762465	208	Betteler .	ebhiion
bsb11762465	208	Betteler .	rachdal
bsb11762465	208	Betteler .	mifcan
bsb11762465	208	Beth .	mittah
bsb11762465	208	Beth .	ercs
bsb11762465	208	Beth .	fua
bsb11762465	209	Bett machen .	rabad
bsb11762465	209	Bett machen .	ripped
bsb11762465	209	Bethlchem .	bethléchem
bsb11762465	210	Bethoren .	fchigga
bsb11762465	210	Bethoren .	ficcel
bsb11762465	210	Bethoret	mefchygga
bsb11762465	210	Bethoret	fachal
bsb11762465	210	Bethoret	fchiggaon
bsb11762465	210	Bethoret	fichluth
bsb11762465	210	Betrüben .	iftfeb
bsb11762465	210	Betrüben .	bahal
bsb11762465	210	Betrüben .	innah
bsb11762465	210	Betrüben .	hichibh
bsb11762465	211	Be	Keebh
bsb11762465	211	Be	machobh
bsb11762465	211	Be	abhel
bsb11762465	211	Be	coeb
bsb11762465	211	Be	atſubh
bsb11762465	211	Betrübt seyn .	iagah
bsb11762465	211	Betrübt seyn .	daabhaag
bsb11762465	211	Betrübt seyn .	caabh
bsb11762465	211	Betrübt seyn .	caah
bsb11762465	211	Betrübt seyn .	neetfabh
bsb11762465	213	Betriegen .	rimmah
bsb11762465	213	Betriegen .	ram
bsb11762465	213	Betriegen .	ram
bsb11762465	213	Betriegen .	hetel
bsb11762465	213	Betriegen .	pittah
bsb11762465	214	Betriegen .	kaph
bsb11762465	214	Betriegen .	aram
bsb11762465	214	Betriegen .	hethel
bsb11762465	214	Betriegen .	pittah
bsb11762465	214	Betriegligkeit .	mirmah
bsb11762465	214	Betriegligkeit .	toch
bsb11762465	214	Betriegligkeit .	ormah
bsb11762465	214	Betriegligkeit .	okbab
bsb11762465	214	Betriegligkeit .	nechalim
bsb11762465	216	Beweinen .	abhal
bsb11762465	216	Beweinen .	bachah
bsb11762465	216	Beweinen .	nahah
bsb11762465	216	Beweinen .	faphad
bsb11762465	216	Beweinen .	nen
bsb11762465	216	Bewahren .	fchamar
bsb11762465	216	Bewahren .	natfar
bsb11762465	216	Bewahren .	atar
bsb11762465	216	Bewahren .	atar
bsb11762465	216	Bewahren .	atfal
bsb11762465	216	Bewegen .	henia
bsb11762465	216	Bewegen .	henid
bsb11762465	216	Bewegen .	heniph
bsb11762465	216	Bewegen .	titel
bsb11762465	216	Bewegen .	hecherid
bsb11762465	217	Be	tenuah
bsb11762465	217	Be	dfeauah
bsb11762465	217	Be	chered
bsb11762465	219	Be	fchillem
bsb11762465	219	Be	hefchbh
bsb11762465	219	Bezeugen .	anah
bsb11762465	219	Bezeugen .	fahad
bsb11762465	219	Bi	cala
bsb11762465	219	Bi	atar
bsb11762465	219	Bibel .	mikra
bsb11762465	219	Bicken .	Græc
bsb11762465	220	Bier .	chechar
bsb11762465	221	Bildgieffer .	metſaiiet
bsb11762465	222	Bildniß .	felem
bsb11762465	222	Bildniß .	demuth
bsb11762465	222	Bildniß .	mafchal
bsb11762465	222	Bildniß .	temunah
bsb11762465	222	Bildniß .	turah
bsb11762465	222	Bildniß .	femel
bsb11762465	222	Bildniß .	tabhnith
bsb11762465	222	Bildung .	chefchbon
bsb11762465	222	Bildung .	mafchith
bsb11762465	222	Billigkeit .	tedaka
bsb11762465	223	Binden .	Kachar
bsb11762465	223	Binden .	tfarar
bsb11762465	223	Binden .	alar
bsb11762465	223	Binden .	akad
bsb11762465	223	Binden .	chabhatch
bsb11762465	223	Binden .	chathal
bsb11762465	223	Binden .	chachak
bsb11762465	223	Binden .	chaſchar
bsb11762465	223	Bien .	debhorah
bsb11762465	223	Bireth .	migbaah
bsb11762465	223	Pischoff .	cohen
bsb11762465	223	Pischoff .	cohen
bsb11762465	224	Bischoffshut .	mitsnepheth
bsb11762465	224	Bif ans Ende .	foph
bsb11762465	224	zeit .	haiom
bsb11762465	225	Bih in die Nacht .	hallilah
bsb11762465	225	1 Bitt .	fchelah
bsb11762465	225	1 Bitt .	tephilah
bsb11762465	225	1 Bitt .	lachafch
bsb11762465	225	1 Bitt .	fiach
bsb11762465	225	1 Bitt .	techinnah
bsb11762465	225	Bitten .	cha
bsb11762465	225	Bitten .	hithpallel
bsb11762465	225	Bitten .	foach
bsb11762465	225	Bitten .	athar
bsb11762465	225	Bitten .	hithchannen
bsb11762465	227	Eitt erhören .	heedfin
bsb11762465	227	Eitt erhören .	chama
bsb11762465	227	Eitt erhören .	fchabh
bsb11762465	230	Bitter .	mar
bsb11762465	230	Bitter .	cha
bsb11762465	231	Bitterfeit .	meriruth
bsb11762465	231	Bladt .	daph
bsb11762465	231	Bladt .	aleh
bsb11762465	231	Bladt .	aleh
bsb11762465	231	Bladt .	tereph
bsb11762465	232	Bleich .	iatok
bsb11762465	232	Bleich .	tahab
bsb11762465	232	Blciche Farbe .	ierakon
bsb11762465	233	Blafe .	feeth
bsb11762465	234	Blasen .	naphach
bsb11762465	234	Blasen .	nafchaph
bsb11762465	234	Blasen .	ichabh
bsb11762465	235	Blah .	cha
bsb11762465	235	Blah .	viam
bsb11762465	235	Blech .	pach
bsb11762465	235	Blech .	lahabh
bsb11762465	235	Blech .	lahat
bsb11762465	235	Bley .	ophered
bsb11762465	236	Bleywage .	peles
bsb11762465	236	Bleywage .	anach
bsb11762465	236	Bleiben .	gor
bsb11762465	236	Bleiben .	dor
bsb11762465	236	Bleiben .	iafchabhabha
bsb11762465	236	Blindt .	ffer
bsb11762465	236	Blindt .	ffer
bsb11762465	237	Cuius oculi lucis egent .	Iucundo
bsb11762465	237	Blik .	barak
bsb11762465	238	Blof .	erom
bsb11762465	238	Blosen .	arah
bsb11762465	238	Blosen .	para
bsb11762465	239	Bl	parach
bsb11762465	239	Bl	nots
bsb11762465	239	Bl	hopha
bsb11762465	239	Blume .	perach
bsb11762465	240	Weiber .	niddah
bsb11762465	240	Blumen brechen .	lakat
bsb11762465	241	Blut .	netfach
bsb11762465	242	Blutfreunde .	fcheer
bsb11762465	242	Blutfreunde .	bafar
bsb11762465	243	Bork .	fair
bsb11762465	243	Bork .	tapir
bsb11762465	243	Bork .	attud
bsb11762465	243	Regenbogen .	Kelchet
bsb11762465	244	Bogen spannen .	darach
bsb11762465	244	Bogen spannen .	darach
bsb11762465	244	Bon .	Gall
bsb11762465	244	Borgen .	laua
bsb11762465	245	Bo	iffah
bsb11762465	245	Bo	caphaph
bsb11762465	245	Bo	hichriah
bsb11762465	245	Bo	hefchach
bsb11762465	245	Blocken .	gaah
bsb11762465	246	Bof .	fatan
bsb11762465	246	Bof .	lifiathan
bsb11762465	247	Bo	scheman
bsb11762465	247	Bo	scheman
bsb11762465	247	Bo	taphach
bsb11762465	248	Bofwicht / bube .	ich
bsb11762465	248	Bofwicht / bube .	ich
bsb11762465	249	Bolen .	ramab
bsb11762465	249	Bolk / Pfeil .	fcheus
bsb11762465	249	Vo	chel
bsb11762465	249	Vo	folelah
bsb11762465	249	Börcke Rinde .	petalah
bsb11762465	249	Borer .	makkebeth
bsb11762465	250	Bo	hiluah
bsb11762465	250	Bo	beer
bsb11762465	250	Bo	bor
bsb11762465	250	Bo	geblie
bsb11762465	250	Bo	berecha
bsb11762465	250	Bordt / Randt .	choph
bsb11762465	250	Bordt / Randt .	gebhul
bsb11762465	250	Item Gürtel .	dior
bsb11762465	250	Item Gürtel .	chagorah
bsb11762465	250	Item Gürtel .	dfach
bsb11762465	250	Bo	canaph
bsb11762465	250	Bo	titfith
bsb11762465	250	Bo	laphall
bsb11762465	250	Vord sticker .	rokem
bsb11762465	250	Vord sticker .	metfiaier
bsb11762465	252	Boßheit .	raah
bsb11762465	252	Boßheit .	ikke
bsb11762465	252	Bot .	mebhaf
bsb11762465	252	Bot .	ſchaluach
bsb11762465	252	Bot .	magidir
bsb11762465	253	Botschafft .	beforah
bsb11762465	253	Botschafft .	malachuth
bsb11762465	253	Brach .	fchemittah
bsb11762465	253	Brach .	fchahath
bsb11762465	253	Brach .	fchahath
bsb11762465	253	Brachmon .	tamuds
bsb11762465	254	Brandt .	lap
bsb11762465	254	chen .	nikkud
bsb11762465	255	Braffer .	folel
bsb11762465	256	Br	falah
bsb11762465	256	Br	Kalah
bsb11762465	256	Br	charach
bsb11762465	256	Bratens .	tali
bsb11762465	256	Bratens .	Kalui
bsb11762465	256	Brauch .	minha
bsb11762465	256	Brauch .	orach
bsb11762465	256	Brauch .	dibhrah
